[framework][17:01:07,113-org.springframework.test.context.support.AbstractTestContextBootstrapper.getDefaultTestExecutionListenerClassNames(AbstractTestContextBootstrapper.java:248)][INFO]:Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener] 
  [framework][17:01:07,127-org.springframework.test.context.support.AbstractTestContextBootstrapper.getTestExecutionListeners(AbstractTestContextBootstrapper.java:177)][INFO]:Using TestExecutionListeners: [org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@544fe44c, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@31610302, org.springframework.test.context.support.DirtiesContextTestExecutionListener@71318ec4, org.springframework.test.context.transaction.TransactionalTestExecutionListener@21213b92, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@a67c67e] 
  [framework][17:01:49,720-org.springframework.test.context.support.AbstractTestContextBootstrapper.getDefaultTestExecutionListenerClassNames(AbstractTestContextBootstrapper.java:248)][INFO]:Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener] 
  [framework][17:01:49,736-org.springframework.test.context.support.AbstractTestContextBootstrapper.getTestExecutionListeners(AbstractTestContextBootstrapper.java:177)][INFO]:Using TestExecutionListeners: [org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@544fe44c, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@31610302, org.springframework.test.context.support.DirtiesContextTestExecutionListener@71318ec4, org.springframework.test.context.transaction.TransactionalTestExecutionListener@21213b92, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@a67c67e] 
  [framework][17:01:51,902-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:singers size is :80 
  [framework][17:16:57,467-cn.johnyu.springbootdemo01.fetcher.SingerFetcherTest.testFetchSingerListSync(SingerFetcherTest.java:36)][INFO]:本次抓取歌手的数量：《 80 》本页最后一个歌手：	《 陈凤仙 》 
  [framework][17:16:57,859-cn.johnyu.springbootdemo01.fetcher.SingerFetcherTest.testFetchSingerListSync(SingerFetcherTest.java:36)][INFO]:本次抓取歌手的数量：《 80 》本页最后一个歌手：	《 Fabian Kranz 》 
  [framework][17:16:57,948-cn.johnyu.springbootdemo01.fetcher.SingerFetcherTest.testFetchSingerListSync(SingerFetcherTest.java:36)][INFO]:本次抓取歌手的数量：《 80 》本页最后一个歌手：	《 Ray Harrell 》 
  [framework][17:16:58,042-cn.johnyu.springbootdemo01.fetcher.SingerFetcherTest.testFetchSingerListSync(SingerFetcherTest.java:36)][INFO]:本次抓取歌手的数量：《 80 》本页最后一个歌手：	《 Lisbet Jagedal 》 
  [framework][17:16:58,137-cn.johnyu.springbootdemo01.fetcher.SingerFetcherTest.testFetchSingerListSync(SingerFetcherTest.java:36)][INFO]:本次抓取歌手的数量：《 80 》本页最后一个歌手：	《 Linda Kelm 》 
  [framework][17:16:58,229-cn.johnyu.springbootdemo01.fetcher.SingerFetcherTest.testFetchSingerListSync(SingerFetcherTest.java:36)][INFO]:本次抓取歌手的数量：《 80 》本页最后一个歌手：	《 阿金 》 
  [framework][17:16:58,325-cn.johnyu.springbootdemo01.fetcher.SingerFetcherTest.testFetchSingerListSync(SingerFetcherTest.java:36)][INFO]:本次抓取歌手的数量：《 80 》本页最后一个歌手：	《 Sarah Bird 》 
  [framework][17:16:58,418-cn.johnyu.springbootdemo01.fetcher.SingerFetcherTest.testFetchSingerListSync(SingerFetcherTest.java:36)][INFO]:本次抓取歌手的数量：《 80 》本页最后一个歌手：	《 DuPreez Strauss 》 
  [framework][17:16:58,506-cn.johnyu.springbootdemo01.fetcher.SingerFetcherTest.testFetchSingerListSync(SingerFetcherTest.java:36)][INFO]:本次抓取歌手的数量：《 80 》本页最后一个歌手：	《 Nikolai Loskutkin 》 
  [framework][17:16:58,600-cn.johnyu.springbootdemo01.fetcher.SingerFetcherTest.testFetchSingerListSync(SingerFetcherTest.java:36)][INFO]:本次抓取歌手的数量：《 80 》本页最后一个歌手：	《 Daniil Grishin 》 
  [framework][17:16:58,686-cn.johnyu.springbootdemo01.fetcher.SingerFetcherTest.testFetchSingerListSync(SingerFetcherTest.java:36)][INFO]:本次抓取歌手的数量：《 80 》本页最后一个歌手：	《 Young Money Yawn 》 
  [framework][17:16:58,780-cn.johnyu.springbootdemo01.fetcher.SingerFetcherTest.testFetchSingerListSync(SingerFetcherTest.java:36)][INFO]:本次抓取歌手的数量：《 80 》本页最后一个歌手：	《 Mc曹天宇 》 
  [framework][17:16:58,872-cn.johnyu.springbootdemo01.fetcher.SingerFetcherTest.testFetchSingerListSync(SingerFetcherTest.java:36)][INFO]:本次抓取歌手的数量：《 80 》本页最后一个歌手：	《 Are & Lawer 》 
  [framework][17:16:58,964-cn.johnyu.springbootdemo01.fetcher.SingerFetcherTest.testFetchSingerListSync(SingerFetcherTest.java:36)][INFO]:本次抓取歌手的数量：《 80 》本页最后一个歌手：	《 Wayne Snow 》 
  [framework][17:16:59,054-cn.johnyu.springbootdemo01.fetcher.SingerFetcherTest.testFetchSingerListSync(SingerFetcherTest.java:36)][INFO]:本次抓取歌手的数量：《 80 》本页最后一个歌手：	《 Ulryk 》 
  [framework][17:16:59,148-cn.johnyu.springbootdemo01.fetcher.SingerFetcherTest.testFetchSingerListSync(SingerFetcherTest.java:36)][INFO]:本次抓取歌手的数量：《 80 》本页最后一个歌手：	《 李志尚 》 
  [framework][17:16:59,248-cn.johnyu.springbootdemo01.fetcher.SingerFetcherTest.testFetchSingerListSync(SingerFetcherTest.java:36)][INFO]:本次抓取歌手的数量：《 80 》本页最后一个歌手：	《 Eva Suk 》 
  [framework][17:16:59,343-cn.johnyu.springbootdemo01.fetcher.SingerFetcherTest.testFetchSingerListSync(SingerFetcherTest.java:36)][INFO]:本次抓取歌手的数量：《 80 》本页最后一个歌手：	《 阿右 》 
  [framework][17:16:59,429-cn.johnyu.springbootdemo01.fetcher.SingerFetcherTest.testFetchSingerListSync(SingerFetcherTest.java:36)][INFO]:本次抓取歌手的数量：《 80 》本页最后一个歌手：	《 MC李陆 》 
  [framework][17:16:59,519-cn.johnyu.springbootdemo01.fetcher.SingerFetcherTest.testFetchSingerListSync(SingerFetcherTest.java:36)][INFO]:本次抓取歌手的数量：《 80 》本页最后一个歌手：	《 Ensemble LPR 》 
  [framework][17:16:59,612-cn.johnyu.springbootdemo01.fetcher.SingerFetcherTest.testFetchSingerListSync(SingerFetcherTest.java:36)][INFO]:本次抓取歌手的数量：《 80 》本页最后一个歌手：	《 Nicolás Pasquet 》 
  [framework][17:16:59,699-cn.johnyu.springbootdemo01.fetcher.SingerFetcherTest.testFetchSingerListSync(SingerFetcherTest.java:36)][INFO]:本次抓取歌手的数量：《 80 》本页最后一个歌手：	《 阿布 》 
  [framework][17:16:59,788-cn.johnyu.springbootdemo01.fetcher.SingerFetcherTest.testFetchSingerListSync(SingerFetcherTest.java:36)][INFO]:本次抓取歌手的数量：《 80 》本页最后一个歌手：	《 쎄시봉 (如此美好) 》 
  [framework][17:16:59,900-cn.johnyu.springbootdemo01.fetcher.SingerFetcherTest.testFetchSingerListSync(SingerFetcherTest.java:36)][INFO]:本次抓取歌手的数量：《 80 》本页最后一个歌手：	《 Flo St. Jean 》 
  [framework][17:16:59,998-cn.johnyu.springbootdemo01.fetcher.SingerFetcherTest.testFetchSingerListSync(SingerFetcherTest.java:36)][INFO]:本次抓取歌手的数量：《 80 》本页最后一个歌手：	《 Josh Hanusiak 》 
  [framework][17:17:00,091-cn.johnyu.springbootdemo01.fetcher.SingerFetcherTest.testFetchSingerListSync(SingerFetcherTest.java:36)][INFO]:本次抓取歌手的数量：《 80 》本页最后一个歌手：	《 RICKEY&RABBIE 》 
  [framework][17:17:00,183-cn.johnyu.springbootdemo01.fetcher.SingerFetcherTest.testFetchSingerListSync(SingerFetcherTest.java:36)][INFO]:本次抓取歌手的数量：《 80 》本页最后一个歌手：	《 Träblåsare från Göteborgs Symfoniorkester 》 
  [framework][17:17:00,288-cn.johnyu.springbootdemo01.fetcher.SingerFetcherTest.testFetchSingerListSync(SingerFetcherTest.java:36)][INFO]:本次抓取歌手的数量：《 80 》本页最后一个歌手：	《 Sibel Kose 》 
  [framework][17:17:00,375-cn.johnyu.springbootdemo01.fetcher.SingerFetcherTest.testFetchSingerListSync(SingerFetcherTest.java:36)][INFO]:本次抓取歌手的数量：《 80 》本页最后一个歌手：	《 嫁入豪门 》 
  [framework][17:17:00,514-cn.johnyu.springbootdemo01.fetcher.SingerFetcherTest.testFetchSingerListSync(SingerFetcherTest.java:36)][INFO]:本次抓取歌手的数量：《 80 》本页最后一个歌手：	《 Nina Weber 》 
  [framework][17:17:00,602-cn.johnyu.springbootdemo01.fetcher.SingerFetcherTest.testFetchSingerListSync(SingerFetcherTest.java:36)][INFO]:本次抓取歌手的数量：《 54 》本页最后一个歌手：	《 梦雪 》 
  [framework][17:17:00,711-cn.johnyu.springbootdemo01.fetcher.SingerFetcherTest.testFetchSingerListSync(SingerFetcherTest.java:32)][INFO]:==========抓取总数：《 4054 》============ 
  [framework][17:20:41,468-org.springframework.test.context.support.AbstractTestContextBootstrapper.getDefaultTestExecutionListenerClassNames(AbstractTestContextBootstrapper.java:248)][INFO]:Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener] 
  [framework][17:20:41,484-org.springframework.test.context.support.AbstractTestContextBootstrapper.getTestExecutionListeners(AbstractTestContextBootstrapper.java:177)][INFO]:Using TestExecutionListeners: [org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@544fe44c, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@31610302, org.springframework.test.context.support.DirtiesContextTestExecutionListener@71318ec4, org.springframework.test.context.transaction.TransactionalTestExecutionListener@21213b92, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@a67c67e] 
  [framework][17:20:45,331-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:1	美丽的神话2 
  [framework][17:20:45,331-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:2	只要有你2 
  [framework][17:20:45,331-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:3	拯救1 
  [framework][17:20:45,331-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:4	留什么给你1 
  [framework][17:20:45,331-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:5	你快回来1 
  [framework][17:20:45,332-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:6	风往北吹1 
  [framework][17:20:45,332-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:7	漂洋过海来看你 (Live)4 
  [framework][17:20:45,332-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:8	相亲相爱 (Live)4 
  [framework][17:20:45,332-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:9	不见不散1 
  [framework][17:20:45,333-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:10	贝加尔湖畔2 
  [framework][17:20:45,333-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:11	爱你爱不够1 
  [framework][17:20:45,333-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:12	缘分的天空1 
  [framework][17:20:45,333-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:13	红旗飘飘1 
  [framework][17:20:45,334-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:14	I Believe1 
  [framework][17:20:45,334-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:15	飞越的心1 
  [framework][17:20:45,335-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:16	千秋1 
  [framework][17:20:45,335-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:17	是否爱过我1 
  [framework][17:20:45,337-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:18	跟你一辈子2 
  [framework][17:20:45,337-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:19	我们都一样 (Live)2 
  [framework][17:20:45,337-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:20	净土1 
  [framework][17:20:45,337-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:21	命中注定2 
  [framework][17:20:45,338-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:22	为江山1 
  [framework][17:20:45,338-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:23	无愧于心1 
  [framework][17:20:45,338-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:24	让梦冬眠2 
  [framework][17:20:45,338-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:25	不灭的心1 
  [framework][17:20:45,338-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:26	亲爱的孩子2 
  [framework][17:20:45,338-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:27	新的天地1 
  [framework][17:20:45,339-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:28	向往1 
  [framework][17:20:45,339-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:29	空白格 (Live)4 
  [framework][17:20:45,339-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:30	追寻1 
  [framework][17:20:45,339-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:31	相亲相爱4 
  [framework][17:20:45,340-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:32	谁的心忘了收1 
  [framework][17:20:45,340-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:33	拯救 (Live)1 
  [framework][17:20:45,340-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:34	风往北吹 (Live)1 
  [framework][17:20:45,340-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:35	只要有你 (Live)2 
  [framework][17:20:45,340-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:36	传奇1 
  [framework][17:20:45,341-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:37	站起来4 
  [framework][17:20:45,341-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:38	无愧于心1 
  [framework][17:20:45,341-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:39	国际歌 (Live)4 
  [framework][17:20:45,341-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:40	小哪咤 (TV Version)1 
  [framework][17:20:45,341-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:41	你来不来2 
  [framework][17:20:45,341-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:42	缘份的天空1 
  [framework][17:20:45,341-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:43	燃烧1 
  [framework][17:20:45,342-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:44	大秧歌序曲1 
  [framework][17:20:45,342-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:45	也许在1 
  [framework][17:20:45,342-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:46	爱很简单 (Live)2 
  [framework][17:20:45,342-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:47	梨花又开放 (Live)2 
  [framework][17:20:45,342-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:48	他一定很爱你 (Live)1 
  [framework][17:20:45,342-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:49	给所有知道我名字的人 (Live)2 
  [framework][17:20:45,343-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:50	无地自容 (Live)4 
  [framework][17:20:45,343-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:51	承诺1 
  [framework][17:20:45,343-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:52	留什么给你 (Live)1 
  [framework][17:20:45,343-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:53	因为爱1 
  [framework][17:20:45,343-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:54	因为有你1 
  [framework][17:20:45,343-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:55	不见不散 (Live)2 
  [framework][17:20:45,343-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:56	没完没了2 
  [framework][17:20:45,343-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:57	可乐 (Live)1 
  [framework][17:20:45,344-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:58	牵挂 (TV Version)2 
  [framework][17:20:45,344-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:59	流沙 (Live)2 
  [framework][17:20:45,344-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:60	拯救 (Live)1 
  [framework][17:20:45,344-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:61	一路上有你 (Live)3 
  [framework][17:20:45,344-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:62	活的美好1 
  [framework][17:20:45,344-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:63	未来在手中1 
  [framework][17:20:45,345-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:64	亲爱的孩子7 
  [framework][17:20:45,345-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:65	只要有你2 
  [framework][17:20:45,345-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:66	时间的远方1 
  [framework][17:20:45,345-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:67	拯救 (Live)1 
  [framework][17:20:45,345-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:68	美猴王1 
  [framework][17:20:45,345-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:69	送别2 
  [framework][17:20:45,345-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:70	留什么给你 (Live)1 
  [framework][17:20:45,345-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:71	真情真美2 
  [framework][17:20:45,346-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:72	爱是爱的结果2 
  [framework][17:20:45,346-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:73	如果还有明天 (Live)4 
  [framework][17:20:45,346-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:74	美丽的神话 (Live)3 
  [framework][17:20:45,346-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:75	我祈祷1 
  [framework][17:20:45,346-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:76	我们都是伤心人1 
  [framework][17:20:45,346-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:77	时间不会还给她1 
  [framework][17:20:45,346-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:78	味道 (Live)3 
  [framework][17:20:45,346-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:79	宝贝1 
  [framework][17:20:45,347-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:80	风往北吹 (Live)1 
  [framework][17:20:45,347-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:81	婚誓2 
  [framework][17:20:45,347-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:82	洗手歌2 
  [framework][17:20:45,347-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:83	冠军1 
  [framework][17:20:45,347-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:84	只要和你走下去2 
  [framework][17:20:45,347-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:85	不放开的手1 
  [framework][17:20:45,347-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:86	我在等你1 
  [framework][17:20:45,347-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:87	若即若离1 
  [framework][17:20:45,348-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:88	为什么我总是想起你 (TV Version)1 
  [framework][17:20:45,348-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:89	旅途1 
  [framework][17:20:45,348-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:90	为爱说抱歉1 
  [framework][17:20:45,348-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:91	淡淡的忧1 
  [framework][17:20:45,348-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:92	天香楼1 
  [framework][17:20:45,348-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:93	只要有你一起唱1 
  [framework][17:20:45,349-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:94	无地自容 (Live)1 
  [framework][17:20:45,349-cn.johnyu.springbootdemo01.fetcher.SongFetcherTest.lambda$testFetchSongListSync$0(SongFetcherTest.java:31)][INFO]:95	缘分天空 (Live)1 
